"TID","TARGET_TYPE","PREF_NAME","TAX_ID","ORGANISM","CHEMBL_ID","SPECIES_GROUP_FLAG"
103058,"SINGLE PROTEIN","Thymidine kinase",273119,"Ureaplasma parvum serovar 3 (strain ATCC 700970)","CHEMBL1075130",
101295,"SINGLE PROTEIN","Tumor necrosis factor ligand superfamily member 6",9606,"Homo sapiens","CHEMBL5714",
101296,"SINGLE PROTEIN","Paxillin",9606,"Homo sapiens","CHEMBL5715",
101297,"SINGLE PROTEIN","Nuclear receptor subfamily 2 group C member 2",9606,"Homo sapiens","CHEMBL5716",
101298,"SINGLE PROTEIN","5-hydroxytryptamine receptor 1B",9986,"Oryctolagus cuniculus","CHEMBL5717",
101299,"SINGLE PROTEIN","Mitogen-activated protein kinase 8",10116,"Rattus norvegicus","CHEMBL5718",
101300,"SINGLE PROTEIN","Cell division protein kinase 8",9606,"Homo sapiens","CHEMBL5719",
101301,"SINGLE PROTEIN","P2Y purinoceptor 1",9103,"Meleagris gallopavo","CHEMBL5720",
101302,"SINGLE PROTEIN","GMP synthase [glutamine-hydrolyzing]",9606,"Homo sapiens","CHEMBL5721",
101303,"SINGLE PROTEIN","Ectonucleoside triphosphate diphosphohydrolase 1",9606,"Homo sapiens","CHEMBL5722",
101304,"SINGLE PROTEIN","Arylamine N-acetyltransferase 1",10090,"Mus musculus","CHEMBL5723",
101305,"SINGLE PROTEIN","Arylamine N-acetyltransferase 2",10090,"Mus musculus","CHEMBL5724",
101306,"SINGLE PROTEIN","Fatty acid desaturase 1",10090,"Mus musculus","CHEMBL5725",
101307,"SINGLE PROTEIN","Elongation of very long chain fatty acids protein 6",10090,"Mus musculus","CHEMBL5726",
101308,"SINGLE PROTEIN","Fatty acid desaturase 1",10116,"Rattus norvegicus","CHEMBL5727",
101309,"SINGLE PROTEIN","Cyclin-dependent kinase-like 2",9606,"Homo sapiens","CHEMBL5728",
101519,"SINGLE PROTEIN","Type-2 restriction enzyme EcoRI",562,"Escherichia coli","CHEMBL5729",
101520,"SINGLE PROTEIN","Pancreatic alpha-amylase",9823,"Sus scrofa","CHEMBL5730",
101521,"SINGLE PROTEIN","Complement factor B",9606,"Homo sapiens","CHEMBL5731",
101522,"SINGLE PROTEIN","Beta-lactamase 1",1396,"Bacillus cereus","CHEMBL5732",
101523,"SINGLE PROTEIN","DNA ligase",10665,"Enterobacteria phage T4","CHEMBL5733",
101524,"SINGLE PROTEIN","Pro-epidermal growth factor",9606,"Homo sapiens","CHEMBL5734",
101525,"SINGLE PROTEIN","Calcitonin gene-related peptide 1",10116,"Rattus norvegicus","CHEMBL5735",
101526,"SINGLE PROTEIN","Glucagon",9606,"Homo sapiens","CHEMBL5736",
101527,"SINGLE PROTEIN","VIP peptides",9606,"Homo sapiens","CHEMBL5737",
101528,"SINGLE PROTEIN","Fatty acid-binding protein, liver",10116,"Rattus norvegicus","CHEMBL5738",
101529,"SINGLE PROTEIN","Rhodopsin",9913,"Bos taurus","CHEMBL5739",
101531,"SINGLE PROTEIN","Type-1A angiotensin II receptor",10090,"Mus musculus","CHEMBL5741",
101532,"SINGLE PROTEIN","Translocator protein",9606,"Homo sapiens","CHEMBL5742",
101533,"SINGLE PROTEIN","Type-1 angiotensin II receptor",9823,"Sus scrofa","CHEMBL5743",
101534,"SINGLE PROTEIN","Beta-lactamase",584,"Proteus mirabilis","CHEMBL5744",
101535,"SINGLE PROTEIN","C5a anaphylatoxin chemotactic receptor",9615,"Canis lupus familiaris","CHEMBL5745",
101536,"SINGLE PROTEIN","C5a anaphylatoxin chemotactic receptor",10090,"Mus musculus","CHEMBL5746",
102544,"SINGLE PROTEIN","Cytochrome P450 165B3",31958,"Amycolatopsis orientalis","CHEMBL1075039",
102546,"SINGLE PROTEIN","UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase",224324,"Aquifex aeolicus (strain VF5)","CHEMBL1075040",
102547,"SINGLE PROTEIN","Peptide deformylase 1A, chloroplastic",3702,"Arabidopsis thaliana","CHEMBL1075041",
102550,"SINGLE PROTEIN","Endo-beta-N-acetylglucosaminidase",37930,"Arthrobacter protophormiae","CHEMBL1075042",
102551,"SINGLE PROTEIN","Guanyl-specific ribonuclease T1",510516,"Aspergillus oryzae (strain ATCC 42149 / RIB 40)","CHEMBL1075043",
102552,"SINGLE PROTEIN","Enoyl-[acyl-carrier-protein] reductase [NADH]",224308,"Bacillus subtilis (strain 168)","CHEMBL1075044",
102555,"SINGLE PROTEIN","Dihydropteroate synthase",1392,"Bacillus anthracis","CHEMBL1075045",
102556,"SINGLE PROTEIN","Dihydrodipicolinate synthase",1392,"Bacillus anthracis","CHEMBL1075046",
102557,"SINGLE PROTEIN","DNA polymerase III subunit epsilon",83333,"Escherichia coli K-12","CHEMBL1075047",
102558,"SINGLE PROTEIN","Protoporphyrinogen oxidase",224308,"Bacillus subtilis (strain 168)","CHEMBL1075048",
102559,"SINGLE PROTEIN","Menaquinone biosynthesis methyltransferase ubiE",224308,"Bacillus subtilis (strain 168)","CHEMBL1075049",
102562,"SINGLE PROTEIN","Dipeptidyl peptidase 1",9913,"Bos taurus","CHEMBL1075050",
102564,"SINGLE PROTEIN","Dihydrofolate reductase",9913,"Bos taurus","CHEMBL1075051",
102565,"SINGLE PROTEIN","Beta-hexosaminidase subunit alpha",9913,"Bos taurus","CHEMBL1075052",
102566,"SINGLE PROTEIN","Beta-lactoglobulin",9913,"Bos taurus","CHEMBL1075053",
102567,"SINGLE PROTEIN","Low molecular weight phosphotyrosine protein phosphatase",9913,"Bos taurus","CHEMBL1075054",
102570,"SINGLE PROTEIN","Beta-galactosidase",351627,"Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903)","CHEMBL1075055",
102574,"SINGLE PROTEIN","Lanosterol synthase",237561,"Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)","CHEMBL1075056",
102575,"SINGLE PROTEIN","Strictosidine beta-glucosidase",4058,"Catharanthus roseus","CHEMBL1075057",
103059,"SINGLE PROTEIN","Lactase-phlorizin hydrolase",9606,"Homo sapiens","CHEMBL1075131",
103061,"SINGLE PROTEIN","Heat shock protein 75 kDa, mitochondrial",9606,"Homo sapiens","CHEMBL1075132",
103062,"SINGLE PROTEIN","G protein-coupled receptor kinase 7",9606,"Homo sapiens","CHEMBL1075133",
103063,"SINGLE PROTEIN","Serine/threonine-protein kinase mTOR",10116,"Rattus norvegicus","CHEMBL1075134",
103064,"SINGLE PROTEIN","Multidrug resistance protein 1a",10116,"Rattus norvegicus","CHEMBL1075135",
103068,"SINGLE PROTEIN","Proteasome assembly chaperone 3",9606,"Homo sapiens","CHEMBL1075137",
103069,"SINGLE PROTEIN","Tyrosyl-DNA phosphodiesterase 1",9606,"Homo sapiens","CHEMBL1075138",
103070,"SINGLE PROTEIN","Ribosomal L1 domain-containing protein 1",9606,"Homo sapiens","CHEMBL1075139",
103071,"SINGLE PROTEIN","Bombesin receptor subtype-3",10090,"Mus musculus","CHEMBL1075140",
101310,"SINGLE PROTEIN","CREB-binding protein",9606,"Homo sapiens","CHEMBL5747",
101311,"SINGLE PROTEIN","Canalicular multispecific organic anion transporter 1",9606,"Homo sapiens","CHEMBL5748",
101312,"SINGLE PROTEIN","Mitogen-activated protein kinase kinase kinase kinase 1",9606,"Homo sapiens","CHEMBL5749",
101313,"SINGLE PROTEIN","Histone acetyltransferase KAT5",9606,"Homo sapiens","CHEMBL5750",
101314,"SINGLE PROTEIN","Beta-lactamase",1392,"Bacillus anthracis","CHEMBL5751",
101315,"SINGLE PROTEIN","Acetylcholinesterase",7370,"Musca domestica","CHEMBL5752",
101316,"SINGLE PROTEIN","Uncharacterized aarF domain-containing protein kinase 4",9606,"Homo sapiens","CHEMBL5753",
101317,"SINGLE PROTEIN","MAP/microtubule affinity-regulating kinase 4",9606,"Homo sapiens","CHEMBL5754",
101318,"SINGLE PROTEIN","Adenylate cyclase",118562,"Arthrospira platensis","CHEMBL5755",
101319,"SINGLE PROTEIN","D-amino-acid oxidase",10116,"Rattus norvegicus","CHEMBL5756",
101320,"SINGLE PROTEIN","Amiloride-sensitive cation channel 3",10116,"Rattus norvegicus","CHEMBL5757",
101537,"SINGLE PROTEIN","Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",9606,"Homo sapiens","CHEMBL5758",
101538,"SINGLE PROTEIN","Mitogen-activated protein kinase 4",9606,"Homo sapiens","CHEMBL5759",
101539,"SINGLE PROTEIN","3-oxo-5-beta-steroid 4-dehydrogenase",10116,"Rattus norvegicus","CHEMBL5760",
101540,"SINGLE PROTEIN","Phospholipase A2, membrane associated",10090,"Mus musculus","CHEMBL5761",
101541,"SINGLE PROTEIN","Sodium- and chloride-dependent taurine transporter",9606,"Homo sapiens","CHEMBL5762",
101467,"SINGLE PROTEIN","Putative uncharacterized protein pk7",5833,"Plasmodium falciparum","CHEMBL6169",
101468,"SINGLE PROTEIN","Cytochrome b5",9606,"Homo sapiens","CHEMBL6170",
101469,"SINGLE PROTEIN","Cytochrome P450 1A1",10090,"Mus musculus","CHEMBL6171",
101470,"SINGLE PROTEIN","D-amino-acid oxidase",9823,"Sus scrofa","CHEMBL6172",
101471,"SINGLE PROTEIN","Cytochrome c oxidase subunit 1",9606,"Homo sapiens","CHEMBL6173",
101472,"SINGLE PROTEIN","Cytochrome c oxidase subunit 2",9606,"Homo sapiens","CHEMBL6174",
102452,"SINGLE PROTEIN","Lysine-specific demethylase 4C",9606,"Homo sapiens","CHEMBL6175",
102453,"SINGLE PROTEIN","Inorganic polyphosphate/ATP-NAD kinase",1773,"Mycobacterium tuberculosis","CHEMBL6176",
102454,"SINGLE PROTEIN","NAD kinase",9606,"Homo sapiens","CHEMBL6177",
102455,"SINGLE PROTEIN","Candidapepsin-6",5476,"Candida albicans","CHEMBL6178",
102456,"SINGLE PROTEIN","Candidapepsin-4",294748,"Candida albicans (strain WO-1) (Yeast)","CHEMBL6179",
102457,"SINGLE PROTEIN","Envelope glycoprotein gp160",362651,"Human immunodeficiency virus type 1 group M subtype B (isolate YU-2)(HIV-1)","CHEMBL6180",
102458,"SINGLE PROTEIN","Envelope glycoprotein gp160",11676,"Human immunodeficiency virus 1","CHEMBL6181",
102459,"SINGLE PROTEIN","NADP-dependent malic enzyme, mitochondrial",9606,"Homo sapiens","CHEMBL6182",
102460,"SINGLE PROTEIN","Neuronal acetylcholine receptor subunit alpha-6",10090,"Mus musculus","CHEMBL6183",
102461,"SINGLE PROTEIN","Transporter",10116,"Rattus norvegicus","CHEMBL6184",
102464,"SINGLE PROTEIN","Carbonic anhydrase",284593,"Candida glabrata CBS 138","CHEMBL6185",
102465,"SINGLE PROTEIN","Serine/threonine-protein kinase Sgk3",9606,"Homo sapiens","CHEMBL6186",
102466,"SINGLE PROTEIN","MecA",1280,"Staphylococcus aureus","CHEMBL6187",
102467,"SINGLE PROTEIN","Penicillin-binding protein 2x",170187,"Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)","CHEMBL6188",
102797,"SINGLE PROTEIN","UDP-glucuronosyltransferase 2B28",9606,"Homo sapiens","CHEMBL6189",
102798,"SINGLE PROTEIN","Voltage-dependent anion-selective channel protein 2",9606,"Homo sapiens","CHEMBL6190",
102799,"SINGLE PROTEIN","SPS1/STE20-related protein kinase YSK4",9606,"Homo sapiens","CHEMBL6191",
102803,"SINGLE PROTEIN","Ornithine decarboxylase",5661,"Leishmania donovani","CHEMBL6192",
102804,"SINGLE PROTEIN","DNA topoisomerase I",99875,"Leishmania donovani donovani","CHEMBL6193",
102805,"SINGLE PROTEIN","Pteridine reductase 1",5664,"Leishmania major","CHEMBL6194",
102793,"SINGLE PROTEIN","Ubiquitin carboxyl-terminal hydrolase isozyme L3",9606,"Homo sapiens","CHEMBL6195",
102794,"SINGLE PROTEIN","UDP-glucuronosyltransferase 2B4",9606,"Homo sapiens","CHEMBL6196",
102808,"SINGLE PROTEIN","Transporter",9544,"Macaca mulatta","CHEMBL6197",
102898,"SINGLE PROTEIN","Aspartic protease PM4",5855,"Plasmodium vivax","CHEMBL6198",
102997,"ORGANISM","Acanthamoeba lenticulata",29196,"Acanthamoeba lenticulata","CHEMBL615072",
102998,"ORGANISM","Acanthamoeba lugdunensis",61605,"Acanthamoeba lugdunensis","CHEMBL615073",
102999,"ORGANISM","Aspergillus versicolor",46472,"Aspergillus versicolor","CHEMBL615074",
103000,"ORGANISM","Bacillus mycoides",1405,"Bacillus mycoides","CHEMBL615075",
103001,"ORGANISM","Botryosphaeria berengeriana",509207,"Botryosphaeria berengeriana","CHEMBL615076",
103004,"ORGANISM","Citrobacter amalonaticus",35703,"Citrobacter amalonaticus","CHEMBL615077",
103005,"ORGANISM","Cochliobolus australiensis",91365,"Cochliobolus australiensis","CHEMBL615078",
103006,"ORGANISM","Cylindrotheca closterium",2856,"Cylindrotheca closterium","CHEMBL615079",
103007,"ORGANISM","Delftia acidovorans",80866,"Delftia acidovorans","CHEMBL615080",
103008,"ORGANISM","Erwinia",551,"Erwinia","CHEMBL615081",
103009,"ORGANISM","Exanthemachrysis gayraliae",119497,"Exanthemachrysis gayraliae","CHEMBL615082",
103010,"ORGANISM","Exophiala spinifera",91928,"Exophiala spinifera","CHEMBL615083",
103011,"ORGANISM","Fowl plague virus",11313,"Fowl plague virus","CHEMBL615084",
103012,"ORGANISM","Fusarium proliferatum",948311,"Gibberella intermedia","CHEMBL615085",
103013,"ORGANISM","Human coxsackievirus A9",12067,"Human coxsackievirus A9","CHEMBL615086",
103014,"ORGANISM","Human papillomavirus - 16",337041,"Human papillomavirus 16","CHEMBL615087",
103017,"ORGANISM","Lactobacillus sp.",1591,"Lactobacillus sp.","CHEMBL615088",
103018,"ORGANISM","Macaca arctoides",9540,"Macaca arctoides","CHEMBL615089",
103019,"ORGANISM","Passalora fulva",5499,"Passalora fulva","CHEMBL615090",
103020,"ORGANISM","Penicillium roqueforti",5082,"Penicillium roqueforti","CHEMBL615091",
103022,"ORGANISM","Pleurochrysis roscoffensis",418908,"Pleurochrysis roscoffensis","CHEMBL615092",
103023,"ORGANISM","Polaribacter irgensii",531,"Polaribacter irgensii","CHEMBL615093",
103024,"ORGANISM","Pseudoalteromonas elyakovii",81037,"Pseudoalteromonas elyakovii","CHEMBL615094",
103025,"ORGANISM","Sargassum muticum",74468,"Sargassum muticum","CHEMBL615095",
103026,"ORGANISM","Scedosporium apiospermum",563466,"Scedosporium apiospermum","CHEMBL615096",
103027,"ORGANISM","Staphylococcus cohnii",29382,"Staphylococcus cohnii","CHEMBL615097",
103028,"ORGANISM","Syncephalastrum racemosum",13706,"Syncephalastrum racemosum","CHEMBL615098",
103029,"ORGANISM","Trichophyton erinacei",63400,"Trichophyton erinacei","CHEMBL615099",
103030,"ORGANISM","Ulva intestinalis",3116,"Ulva intestinalis","CHEMBL615100",
103031,"ORGANISM","Vibrio aestuarianus",28171,"Vibrio aestuarianus","CHEMBL615101",
103032,"ORGANISM","Xanthomonas axonopodis",53413,"Xanthomonas axonopodis","CHEMBL615102",
103442,"SINGLE PROTEIN","Serpin H1",10090,"Mus musculus","CHEMBL1163113",
103443,"SINGLE PROTEIN","GTP pyrophosphokinase",83333,"Escherichia coli K-12","CHEMBL1163114",
103444,"SINGLE PROTEIN","Urotensin-2",10090,"Mus musculus","CHEMBL1163115",
103445,"SINGLE PROTEIN","Cholesteryl ester transfer protein",9986,"Oryctolagus cuniculus","CHEMBL1163116",
103446,"SINGLE PROTEIN","Cyclin-dependent kinase-like 3",9606,"Homo sapiens","CHEMBL1163117",
103447,"SINGLE PROTEIN","Bifunctional (p)ppGpp synthase/hydrolase RelA",119602,"Streptococcus dysgalactiae subsp. equisimilis","CHEMBL1163118",
103448,"SINGLE PROTEIN","U4/U6 small nuclear ribonucleoprotein Prp4",9606,"Homo sapiens","CHEMBL1163119",
103449,"SINGLE PROTEIN","Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit gamma",9606,"Homo sapiens","CHEMBL1163120",
103450,"SINGLE PROTEIN","3-hydroxy-3-methylglutaryl-coenzyme A reductase",284812,"Schizosaccharomyces pombe 972h-","CHEMBL1163121",
103451,"SINGLE PROTEIN","Angiotensin type II receptor",9823,"Sus scrofa","CHEMBL1163122",
103452,"SINGLE PROTEIN","Mitogen-activated protein kinase kinase kinase 6",9606,"Homo sapiens","CHEMBL1163123",
103453,"SINGLE PROTEIN","Mitogen-activated protein kinase kinase kinase 13",9606,"Homo sapiens","CHEMBL1163124",
100055,"SINGLE PROTEIN","Serine/threonine protein phosphatase 2A, catalytic subunit, alpha isoform",9986,"Oryctolagus cuniculus","CHEMBL5591",
11584,"SINGLE PROTEIN","Dopamine beta-hydroxylase",10116,"Rattus norvegicus","CHEMBL2992",
17087,"SINGLE PROTEIN","Arachidonate 5-lipoxygenase",10090,"Mus musculus","CHEMBL5211",
19900,"SINGLE PROTEIN","Follicle stimulating hormone receptor",10116,"Rattus norvegicus","CHEMBL4288",
20146,"SINGLE PROTEIN","Alpha-galactosidase B",9913,"Bos taurus","CHEMBL5079",
100628,"SINGLE PROTEIN","Proteasome component C5",559292,"Saccharomyces cerevisiae S288c","CHEMBL4904",
100858,"SINGLE PROTEIN","C-C chemokine receptor type 4",10090,"Mus musculus","CHEMBL5410",
101480,"SINGLE PROTEIN","Dual specificity protein phosphatase 1",10090,"Mus musculus","CHEMBL5623",
103784,"SINGLE PROTEIN","Transient receptor potential cation channel subfamily V member 6",9606,"Homo sapiens","CHEMBL1628465",
103785,"SINGLE PROTEIN","Alpha8 subunit of nicotinic acetylcholine receptor",9031,"Gallus gallus","CHEMBL1628466",
103786,"SINGLE PROTEIN","Amiloride-sensitive cation channel 1, neuronal",9606,"Homo sapiens","CHEMBL1628467",
103532,"SINGLE PROTEIN","Beta-lactamase SHV-72",573,"Klebsiella pneumoniae","CHEMBL1255121",
103533,"SINGLE PROTEIN","Metallo-beta-lactamase VIM-11",287,"Pseudomonas aeruginosa","CHEMBL1255122",
103534,"SINGLE PROTEIN","Metallo-beta-lactamase VIM-2",287,"Pseudomonas aeruginosa","CHEMBL1255123",
103535,"SINGLE PROTEIN","Metallo-beta-lactamase",316,"Pseudomonas stutzeri","CHEMBL1255124",
103536,"SINGLE PROTEIN","Segment polarity protein dishevelled homolog DVL-2",9606,"Homo sapiens","CHEMBL1255125",
103537,"SINGLE PROTEIN","Protein Mdm4",9606,"Homo sapiens","CHEMBL1255126",
103538,"SINGLE PROTEIN","Axin-1",9606,"Homo sapiens","CHEMBL1255127",
103539,"SINGLE PROTEIN","Axin-2",10090,"Mus musculus","CHEMBL1255128",
103541,"SINGLE PROTEIN","Beta-lactamase",546,"Citrobacter freundii","CHEMBL1255130",
103544,"SINGLE PROTEIN","Penicillin-binding protein 2B",170187,"Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)","CHEMBL1255133",
103545,"SINGLE PROTEIN","Ghrelin O-acyltransferase",10090,"Mus musculus","CHEMBL1255134",
103546,"SINGLE PROTEIN","Beta-lactamase OXA-7",562,"Escherichia coli","CHEMBL1255135",
103547,"SINGLE PROTEIN","Heat shock protein SSA2",237561,"Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)","CHEMBL1255136",
103548,"SINGLE PROTEIN","Protein Wnt-3a",9606,"Homo sapiens","CHEMBL1255137",
103550,"SINGLE PROTEIN","Ras-related protein Rap-1A",9606,"Homo sapiens","CHEMBL1255139",
103553,"SINGLE PROTEIN","NS5B",11103,"Hepatitis C virus","CHEMBL1255142",
103562,"SINGLE PROTEIN","AmpC",562,"Escherichia coli","CHEMBL1255151",
103566,"SINGLE PROTEIN","BlaVIM-1",562,"Escherichia coli","CHEMBL1255155",
103795,"SINGLE PROTEIN","cGMP-gated cation channel alpha-1",9606,"Homo sapiens","CHEMBL1628476",
103796,"SINGLE PROTEIN","Amiloride-sensitive cation channel 2, neuronal",9606,"Homo sapiens","CHEMBL1628477",
103797,"SINGLE PROTEIN","Chloride channel protein 2",9606,"Homo sapiens","CHEMBL1628478",
103798,"SINGLE PROTEIN","Zinc-activated ligand-gated ion channel",9606,"Homo sapiens","CHEMBL1628479",
103799,"SINGLE PROTEIN","Polycystic kidney disease 2-like 1 protein",9606,"Homo sapiens","CHEMBL1628480",
103800,"SINGLE PROTEIN","Apelin receptor",9606,"Homo sapiens","CHEMBL1628481",
103801,"SINGLE PROTEIN","Relaxin receptor 2",9606,"Homo sapiens","CHEMBL1628482",
103833,"SINGLE PROTEIN","Pyruvate carboxylase, mitochondrial",9913,"Bos taurus","CHEMBL1641351",
103629,"SINGLE PROTEIN","Cytochrome b-245 heavy chain",9606,"Homo sapiens","CHEMBL1287627",
103630,"SINGLE PROTEIN","NADPH oxidase 1",9606,"Homo sapiens","CHEMBL1287628",
103632,"SINGLE PROTEIN","Beta-lactamase CTX-M-14",562,"Escherichia coli","CHEMBL1287630",
103633,"SINGLE PROTEIN","Renin",9544,"Macaca mulatta","CHEMBL1287631",
103634,"SINGLE PROTEIN","Renin",9986,"Oryctolagus cuniculus","CHEMBL1287632",
103636,"SINGLE PROTEIN","ATP-binding cassette sub-family B member 9",9606,"Homo sapiens","CHEMBL1293189",
103637,"SINGLE PROTEIN","Histone deacetylase",36329,"Plasmodium falciparum 3D7","CHEMBL1293190",
103638,"SINGLE PROTEIN","Transcriptional regulator ERG",9606,"Homo sapiens","CHEMBL1293191",
103640,"SINGLE PROTEIN","Atrial natriuretic factor",9606,"Homo sapiens","CHEMBL1293193",
103641,"SINGLE PROTEIN","Carnitine O-palmitoyltransferase 1, liver isoform",9606,"Homo sapiens","CHEMBL1293194",
103642,"SINGLE PROTEIN","Endochitinase",559292,"Saccharomyces cerevisiae S288c","CHEMBL1293195",
103643,"SINGLE PROTEIN","Chitinase",746128,"Aspergillus fumigatus","CHEMBL1293196",
103644,"SINGLE PROTEIN","Acidic mammalian chitinase",9606,"Homo sapiens","CHEMBL1293197",
36,"SINGLE PROTEIN","Progesterone receptor",9606,"Homo sapiens","CHEMBL208",
11463,"SINGLE PROTEIN","GABA receptor alpha-6 subunit",9606,"Homo sapiens","CHEMBL2579",
19637,"SINGLE PROTEIN","Glutamate receptor ionotropic kainate 2",8355,"Xenopus laevis","CHEMBL3395",
17123,"SINGLE PROTEIN","Squalene synthetase",9913,"Bos taurus","CHEMBL3605",
81131,"CELL-LINE","L cells",10090,"Mus musculus","CHEMBL612266",
50001,"ORGANISM","Alternaria solani",48100,"Alternaria solani","CHEMBL612283",
50003,"ORGANISM","Actinomyces meyeri",52773,"Actinomyces meyeri","CHEMBL612289",
50344,"ORGANISM","Pichia jadinii",4903,"Cyberlindnera jadinii","CHEMBL612309",
50027,"ORGANISM","Streptococcus sobrinus",1310,"Streptococcus sobrinus","CHEMBL612316",
50031,"ORGANISM","Pythium ultimum",65071,"Pythium ultimum","CHEMBL612323",
50039,"ORGANISM","Arthroderma uncinatum",74035,"Arthroderma uncinatum","CHEMBL612329",
50051,"ORGANISM","Eggerthella lenta",84112,"Eggerthella lenta","CHEMBL612337",
50059,"ORGANISM","Echinochloa crus-galli",90397,"Echinochloa crus-galli","CHEMBL612343",
50729,"ORGANISM","Anaerococcus prevotii",33034,"Anaerococcus prevotii","CHEMBL612351",
50738,"ORGANISM","Mastomys coucha",35658,"Mastomys coucha","CHEMBL612360",
50751,"ORGANISM","Anethum graveolens",40922,"Anethum graveolens","CHEMBL612367",
50759,"ORGANISM","Dictyostelium discoideum",44689,"Dictyostelium discoideum","CHEMBL612373",
50771,"ORGANISM","Trichophyton tonsurans",34387,"Trichophyton tonsurans","CHEMBL612385",
50349,"ORGANISM","Leptosphaeria maculans",5022,"Leptosphaeria maculans","CHEMBL612432",
81199,"CELL-LINE","NCI-H446",9606,"Homo sapiens","CHEMBL612440",
50066,"ORGANISM","Influenza B virus (B/Lee/40)",107412,"Influenza B virus (B/Lee/40)","CHEMBL612452",
50074,"ORGANISM","Providencia alcalifaciens",126385,"Providencia alcalifaciens","CHEMBL612460",
50084,"ORGANISM","Emericella nidulans",162425,"Emericella nidulans","CHEMBL612469",
50091,"ORGANISM","Human rhinovirus 41",185909,"Human rhinovirus 41","CHEMBL612476",
50113,"ORGANISM","Paracoccus denitrificans",266,"Paracoccus denitrificans","CHEMBL612495",
101354,"SINGLE PROTEIN","Mas-related G-protein coupled receptor member X1",9606,"Homo sapiens","CHEMBL5850",
101355,"SINGLE PROTEIN","Baculoviral IAP repeat-containing protein 8",9606,"Homo sapiens","CHEMBL5851",
101356,"SINGLE PROTEIN","Pyroglutamylated RFamide peptide receptor",9606,"Homo sapiens","CHEMBL5852",
101357,"SINGLE PROTEIN","Diacylglycerol O-acyltransferase 2",9606,"Homo sapiens","CHEMBL5853",
101358,"SINGLE PROTEIN","Adenylate cyclase type 10",9606,"Homo sapiens","CHEMBL5854",
101359,"SINGLE PROTEIN","Serine/threonine-protein kinase Nek1",9606,"Homo sapiens","CHEMBL5855",
101360,"SINGLE PROTEIN","Serine/threonine-protein kinase PFTAIRE-2",9606,"Homo sapiens","CHEMBL5856",
101361,"SINGLE PROTEIN","Trace amine-associated receptor 1",9606,"Homo sapiens","CHEMBL5857",
101362,"SINGLE PROTEIN","Alanyl-tRNA synthetase",170187,"Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)","CHEMBL5858",
101582,"SINGLE PROTEIN","RAC-alpha serine/threonine-protein kinase",10090,"Mus musculus","CHEMBL5859",
101583,"SINGLE PROTEIN","Dual specificity mitogen-activated protein kinase kinase 1",10090,"Mus musculus","CHEMBL5860",
101584,"SINGLE PROTEIN","G protein-coupled receptor kinase 4",9606,"Homo sapiens","CHEMBL5861",
101585,"SINGLE PROTEIN","Glucagon-like peptide 1 receptor",10116,"Rattus norvegicus","CHEMBL5862",
101586,"SINGLE PROTEIN","4-hydroxyphenylpyruvate dioxygenase",10116,"Rattus norvegicus","CHEMBL5863",
101587,"SINGLE PROTEIN","Kinesin-1 heavy chain",9606,"Homo sapiens","CHEMBL5864",
101588,"SINGLE PROTEIN","Transcriptional activator protein traR",358,"Agrobacterium tumefaciens","CHEMBL5865",
101589,"SINGLE PROTEIN","Catenin beta-1",9606,"Homo sapiens","CHEMBL5866",
101590,"SINGLE PROTEIN","Transcriptional activator protein luxR",312309,"Vibrio fischeri (strain ATCC 700601 / ES114)","CHEMBL5867",
101591,"SINGLE PROTEIN","Nuclear receptor ROR-alpha",9606,"Homo sapiens","CHEMBL5868",
101592,"SINGLE PROTEIN","Heat shock factor protein 1",9606,"Homo sapiens","CHEMBL5869",
101593,"SINGLE PROTEIN","Centromere-associated protein E",9606,"Homo sapiens","CHEMBL5870",
102689,"SINGLE PROTEIN","Glycine receptor subunit alpha-2",9606,"Homo sapiens","CHEMBL5871",
102690,"SINGLE PROTEIN","G-protein coupled estrogen receptor 1",9606,"Homo sapiens","CHEMBL5872",
102691,"SINGLE PROTEIN","Solute carrier family 2, facilitated glucose transporter member 2",9606,"Homo sapiens","CHEMBL5873",
102692,"SINGLE PROTEIN","Solute carrier family 2, facilitated glucose transporter member 4",9606,"Homo sapiens","CHEMBL5874",
102693,"SINGLE PROTEIN","Solute carrier family 2, facilitated glucose transporter member 5",9606,"Homo sapiens","CHEMBL5875",
102694,"SINGLE PROTEIN","Histone H4",9606,"Homo sapiens","CHEMBL5876",
102695,"SINGLE PROTEIN","Beta-hexosaminidase subunit beta",9606,"Homo sapiens","CHEMBL5877",
102696,"SINGLE PROTEIN","Histidine triad nucleotide-binding protein 1",9606,"Homo sapiens","CHEMBL5878",
102698,"SINGLE PROTEIN","Hematopoietic prostaglandin D synthase",9606,"Homo sapiens","CHEMBL5879",
